lambda,seed,max_epochs,num_samples,input_dim,accuracy,fairness_metric,accuracy_lb,fairness_metric_lb,fairness_metric_ub
0.0,1.0,1000,50000,102,0.843984398439844,0.05894594931541526,,,
0.0,2.0,1000,50000,102,0.843984398439844,0.05915732868377286,,,
0.0,3.0,1000,50000,102,0.8454845484548454,0.05981427807255786,,,
0.25,1.0,1000,50000,102,0.8460846084608461,0.04633478748166892,,,
0.25,2.0,1000,50000,102,0.8454845484548454,0.04653830910023094,,,
0.25,3.0,1000,50000,102,0.8463846384638464,0.047630277940224154,,,
0.5,1.0,1000,50000,102,0.8475847584758476,0.032855737715517135,,,
0.5,2.0,1000,50000,102,0.8427842784278428,0.03629701211063051,,,
0.5,3.0,1000,50000,102,0.8445844584458446,0.03554682604204949,,,
0.75,1.0,1000,50000,102,0.8454845484548454,0.025093570611899305,,,
0.75,2.0,1000,50000,102,0.8433843384338434,0.02883987255038882,,,
0.75,3.0,1000,50000,102,0.8460846084608461,0.025055613802162424,,,
1.0,1.0,1000,50000,102,0.843984398439844,0.016157064273103205,,,
1.0,2.0,1000,50000,102,0.843984398439844,0.019353570740175713,,,
1.0,3.0,1000,50000,102,0.8424842484248425,0.01897414972831643,,,
1.25,1.0,1000,50000,102,0.8406840684068407,0.012261676621267245,,,
1.25,2.0,1000,50000,102,0.8421842184218422,0.015245629951349413,,,
1.25,3.0,1000,50000,102,0.8385838583858386,0.01341978978513668,,,
1.5,1.0,1000,50000,102,0.8337833783378338,0.009071025218996345,,,
1.5,2.0,1000,50000,102,0.8391839183918391,0.011897465909092145,,,
1.5,3.0,1000,50000,102,0.8379837983798379,0.011137452593816308,,,
1.75,1.0,1000,50000,102,0.8229822982298229,0.007978521023760787,,,
1.75,2.0,1000,50000,102,0.825982598259826,0.00887561268416183,,,
1.75,3.0,1000,50000,102,0.8220822082208221,0.010129603459017672,,,
2.0,1.0,1000,50000,102,0.8028802880288028,0.007331549116179045,,,
2.0,2.0,1000,50000,102,0.8067806780678067,0.008090160045749029,,,
2.0,3.0,1000,50000,102,0.804980498049805,0.0073347472343301134,,,
2.25,1.0,1000,50000,102,0.7806780678067807,0.006464538782030765,,,
2.25,2.0,1000,50000,102,0.7872787278727873,0.006407789025784608,,,
2.25,3.0,1000,50000,102,0.7779777977797779,0.00681009565359425,,,
2.5,1.0,1000,50000,102,0.7638763876387639,0.004910327321574912,,,
2.5,2.0,1000,50000,102,0.7617761776177617,0.005472902694396431,,,
2.5,3.0,1000,50000,102,0.7458745874587459,0.005555529081960178,,,
2.75,1.0,1000,50000,102,0.744974497449745,0.004703993125979147,,,
2.75,2.0,1000,50000,102,0.744974497449745,0.004305662608487859,,,
2.75,3.0,1000,50000,102,0.7446744674467447,0.004716676065751532,,,
3.0,1.0,1000,50000,102,0.7446744674467447,0.00437545134406804,,,
3.0,2.0,1000,50000,102,0.7446744674467447,0.003482315353360771,,,
3.0,3.0,1000,50000,102,0.7446744674467447,0.004248164565975265,,,
3.25,1.0,1000,50000,102,0.7446744674467447,0.0025570927205154637,,,
3.25,2.0,1000,50000,102,0.7446744674467447,0.004143461463413559,,,
3.25,3.0,1000,50000,102,0.7446744674467447,0.0035285624076091676,,,
3.5,1.0,1000,50000,102,0.7446744674467447,0.0028592296353973645,,,
3.5,2.0,1000,50000,102,0.7446744674467447,0.001966160113687762,,,
3.5,3.0,1000,50000,102,0.7446744674467447,0.0029660122705329334,,,
3.75,1.0,1000,50000,102,0.7446744674467447,0.00216919456210099,,,
3.75,2.0,1000,50000,102,0.7446744674467447,0.0017460963931132806,,,
3.75,3.0,1000,50000,102,0.7446744674467447,0.0031952265785660378,,,
4.0,1.0,1000,50000,102,0.7446744674467447,0.0017387119153183667,,,
4.0,2.0,1000,50000,102,0.7446744674467447,0.0017352466419738033,,,
4.0,3.0,1000,50000,102,0.7446744674467447,0.0023231896913603334,,,
4.25,1.0,1000,50000,102,0.7446744674467447,0.0013959647977017792,,,
4.25,2.0,1000,50000,102,0.7446744674467447,0.0014027076337748273,,,
4.25,3.0,1000,50000,102,0.7446744674467447,0.0019440794781840909,,,
4.5,1.0,1000,50000,102,0.7446744674467447,0.0005875148693488402,,,
4.5,2.0,1000,50000,102,0.7446744674467447,0.0007259114602430755,,,
4.5,3.0,1000,50000,102,0.7446744674467447,0.0013822708426575597,,,
4.75,1.0,1000,50000,102,0.7446744674467447,0.0003100007654273512,,,
4.75,2.0,1000,50000,102,0.7446744674467447,0.0002645257019904673,,,
4.75,3.0,1000,50000,102,0.7446744674467447,0.0009688416751249679,,,
5.0,1.0,1000,50000,102,0.7446744674467447,0.00012958208738149402,,,
5.0,2.0,1000,50000,102,0.7446744674467447,0.00016993984959558228,,,
5.0,3.0,1000,50000,102,0.7446744674467447,0.0002228599626641209,,,
