input_dim,Accuracy,Unfairness,lambda_reg,seed
512,0.731875,0.0090060540750642,0.0,3
512,0.731875,0.0090060540750642,0.5,3
512,0.731875,0.0090060540750642,1.0,3
512,0.731875,0.0090060540750642,1.5,3
512,0.731875,0.0090060540750642,2.0,3
512,0.731875,0.0090060540750642,2.5,3
512,0.731875,0.0090060540750642,3.0,3
512,0.551751,0.0,3.5,3
512,0.541751,0.0,4.0,3
512,0.532751,0.0,4.5,3
512,0.522751,0.0,5.0,3
