lambda,seed,max_epochs,num_samples,input_dim,accuracy,fairness_metric,accuracy_lb,fairness_metric_lb,fairness_metric_ub
0.0,1.0,1000,10000,1,0.9023789982935625,0.8238291764015734,,,
0.0,2.0,1000,10000,1,0.9017366967638415,0.820931913132498,,,
0.0,3.0,1000,10000,1,0.9043455512376208,0.8325008267251883,,,
0.25,1.0,1000,10000,1,0.8699126940528614,0.7430687134014549,,,
0.25,2.0,1000,10000,1,0.8684168625933689,0.744275354775032,,,
0.25,3.0,1000,10000,1,0.873618110444318,0.7563696758877467,,,
0.5,1.0,1000,10000,1,0.756061293089982,0.5196507701461819,,,
0.5,2.0,1000,10000,1,0.7692435497348082,0.5341263658916842,,,
0.5,3.0,1000,10000,1,0.7726795030964547,0.5366845264005359,,,
0.75,1.0,1000,10000,1,0.6006654140994455,0.19757354779603775,,,
0.75,2.0,1000,10000,1,0.606585818773041,0.19209525999696997,,,
0.75,3.0,1000,10000,1,0.5963547942967928,0.16736615795448379,,,
1.0,1.0,1000,10000,1,0.5070149309313571,0.009784527012601518,,,
1.0,2.0,1000,10000,1,0.5189825525471791,0.02032403709874442,,,
1.0,3.0,1000,10000,1,0.5254159401264008,0.025185591295555476,,,
1.25,1.0,1000,10000,1,0.5004072237290871,0.0006180807899035523,,,
1.25,2.0,1000,10000,1,0.5004630003866136,0.000390009129583091,,,
1.25,3.0,1000,10000,1,0.5126715170908672,0.010977204145911357,,,
1.5,1.0,1000,10000,1,0.5002536753260273,0.00028250576856081455,,,
1.5,2.0,1000,10000,1,0.5002626047677443,0.0001581681001033841,,,
1.5,3.0,1000,10000,1,0.5072123555326382,0.006250091851474349,,,
1.75,1.0,1000,10000,1,0.5002826543811646,0.00033418747920316294,,,
1.75,2.0,1000,10000,1,0.50010723339457,7.702607950260676e-05,,,
1.75,3.0,1000,10000,1,0.505820032887784,0.00632189309715625,,,
2.0,1.0,1000,10000,1,0.5001733687034706,0.00011951552022132494,,,
2.0,2.0,1000,10000,1,0.500052890792752,3.1553598047961984e-05,,,
2.0,3.0,1000,10000,1,0.5057468524544811,0.00746408203544463,,,
2.25,1.0,1000,10000,1,0.5001238671139367,9.033917479572828e-05,,,
2.25,2.0,1000,10000,1,0.5000321721703039,1.929510444992344e-05,,,
2.25,3.0,1000,10000,1,0.5051790996800339,0.006833834307427289,,,
2.5,1.0,1000,10000,1,0.5001075321652659,7.10552718584112e-05,,,
2.5,2.0,1000,10000,1,0.5000289621565446,1.7165723607603933e-05,,,
2.5,3.0,1000,10000,1,0.5053526796745895,0.007145133929076841,,,
2.75,1.0,1000,10000,1,0.5000407583470621,1.400658903089047e-05,,,
2.75,2.0,1000,10000,1,0.5000220094388893,1.559139203149984e-05,,,
2.75,3.0,1000,10000,1,0.5051041989586466,0.006726859677525732,,,
3.0,1.0,1000,10000,1,0.5000269560664838,1.8865822618008288e-06,,,
3.0,2.0,1000,10000,1,0.5000163222774086,1.3379534953339434e-05,,,
3.0,3.0,1000,10000,1,0.5048257706618232,0.006343739428282702,,,
3.25,1.0,1000,10000,1,0.5000211628497927,7.437416153333043e-06,,,
3.25,2.0,1000,10000,1,0.5000127172049506,7.552888970419058e-06,,,
3.25,3.0,1000,10000,1,0.5047162702253682,0.006199481457413225,,,
3.5,1.0,1000,10000,1,0.5000210419309736,7.592093111630227e-06,,,
3.5,2.0,1000,10000,1,0.5000140870173954,8.84815820295648e-06,,,
3.5,3.0,1000,10000,1,0.504699953818209,0.006200569756356189,,,
3.75,1.0,1000,10000,1,0.5000008870026623,2.030938279445893e-05,,,
3.75,2.0,1000,10000,1,0.5000077700981155,7.710017912609946e-06,,,
3.75,3.0,1000,10000,1,0.5046279435391924,0.006101914877244652,,,
4.0,1.0,1000,10000,1,0.5000098412182528,3.2882196526751173e-07,,,
4.0,2.0,1000,10000,1,0.5000091122147503,6.280293244065316e-06,,,
4.0,3.0,1000,10000,1,0.5045416257970619,0.005979640667175268,,,
4.25,1.0,1000,10000,1,0.5000038324398939,9.127615267112699e-06,,,
4.25,2.0,1000,10000,1,0.5000059589194633,2.5241544029941387e-06,,,
4.25,3.0,1000,10000,1,0.5046381450493009,0.006142771352001031,,,
4.5,1.0,1000,10000,1,0.5000141041055385,1.1701047748557958e-05,,,
4.5,2.0,1000,10000,1,0.5000068037239255,3.5993179943183407e-06,,,
4.5,3.0,1000,10000,1,0.5045841624268489,0.006059266532815355,,,
4.75,1.0,1000,10000,1,0.5000050353586181,1.4988145952687937e-06,,,
4.75,2.0,1000,10000,1,0.5000067076898488,2.9563070494953436e-06,,,
4.75,3.0,1000,10000,1,0.5045755715864368,0.006057353867378712,,,
5.0,1.0,1000,10000,1,0.5000135113780101,7.311891928207803e-06,,,
5.0,2.0,1000,10000,1,0.5000057260765257,5.370357216760713e-06,,,
5.0,3.0,1000,10000,1,0.5044460598530031,0.005859911522392347,,,
