input_dim,Accuracy,Unfairness,lambda_reg,seed
512,0.731875,0.0056266589916676,0.0,3
512,0.731875,0.0056266589916676,0.5,3
512,0.731875,0.0056266589916676,1.0,3
512,0.731875,0.0056266589916676,1.5,3
512,0.731875,0.0056266589916676,2.0,3
512,0.731875,0.0056266589916676,2.5,3
512,0.731875,0.0056266589916676,3.0,3
512,0.552345,0.0,3.5,3
512,0.551345,0.0,4.0,3
512,0.521245,0.0,4.5,3
512,0.520225,0.0,5.0,3
