lambda,seed,max_epochs,num_samples,input_dim,accuracy,fairness_metric,accuracy_lb,fairness_metric_lb,fairness_metric_ub
0.0,1.0,1000,50000,102,0.849084908490849,0.1757166298087206,,,
0.0,2.0,1000,50000,102,0.8475847584758476,0.1800592686658487,,,
0.0,3.0,1000,50000,102,0.84998499849985,0.17499941419434406,,,
0.25,1.0,1000,50000,102,0.8475847584758476,0.1258266352809656,,,
0.25,2.0,1000,50000,102,0.8454845484548454,0.12105568362604202,,,
0.25,3.0,1000,50000,102,0.849084908490849,0.12535547713228004,,,
0.5,1.0,1000,50000,102,0.8451845184518452,0.08448442021813246,,,
0.5,2.0,1000,50000,102,0.8400840084008401,0.07866139178400913,,,
0.5,3.0,1000,50000,102,0.8454845484548454,0.08632422225648786,,,
0.75,1.0,1000,50000,102,0.8397839783978398,0.058605831912614176,,,
0.75,2.0,1000,50000,102,0.8346834683468347,0.05494997352258418,,,
0.75,3.0,1000,50000,102,0.8394839483948395,0.05797800082520449,,,
1.0,1.0,1000,50000,102,0.8307830783078308,0.04106018877628381,,,
1.0,2.0,1000,50000,102,0.831983198319832,0.04444004780866656,,,
1.0,3.0,1000,50000,102,0.8334833483348335,0.03887081345837079,,,
1.25,1.0,1000,50000,102,0.8316831683168316,0.030568319879276162,,,
1.25,2.0,1000,50000,102,0.8277827782778278,0.03749682647988928,,,
1.25,3.0,1000,50000,102,0.8364836483648365,0.03351791625511019,,,
1.5,1.0,1000,50000,102,0.8376837683768377,0.022738296982256684,,,
1.5,2.0,1000,50000,102,0.8202820282028203,0.025744199362537856,,,
1.5,3.0,1000,50000,102,0.8268826882688269,0.02191419885411547,,,
1.75,1.0,1000,50000,102,0.8274827482748275,0.013591452452121039,,,
1.75,2.0,1000,50000,102,0.8193819381938194,0.01807261464164489,,,
1.75,3.0,1000,50000,102,0.8307830783078308,0.010700035545530534,,,
2.0,1.0,1000,50000,102,0.8118811881188119,0.01259410966612945,,,
2.0,2.0,1000,50000,102,0.8100810081008101,0.016302029211032104,,,
2.0,3.0,1000,50000,102,0.8136813681368137,0.01189063303645968,,,
2.25,1.0,1000,50000,102,0.801980198019802,0.012251047171091267,,,
2.25,2.0,1000,50000,102,0.7872787278727873,0.00457780800197638,,,
2.25,3.0,1000,50000,102,0.8046804680468047,0.006928234043743459,,,
2.5,1.0,1000,50000,102,0.780978097809781,0.010597838134576154,,,
2.5,2.0,1000,50000,102,0.7860786078607861,0.014362468455846183,,,
2.5,3.0,1000,50000,102,0.789078907890789,0.0033354252823281916,,,
2.75,1.0,1000,50000,102,0.7701770177017702,0.00798187694291333,,,
2.75,2.0,1000,50000,102,0.7782778277827783,0.010785576658545237,,,
2.75,3.0,1000,50000,102,0.7773777377737774,0.005883792611638433,,,
3.0,1.0,1000,50000,102,0.7593759375937594,0.006757026858735221,,,
3.0,2.0,1000,50000,102,0.7665766576657665,0.00634627503736912,,,
3.0,3.0,1000,50000,102,0.7686768676867687,0.005938131637145766,,,
3.25,1.0,1000,50000,102,0.744974497449745,0.0037229351723842563,,,
3.25,2.0,1000,50000,102,0.7551755175517552,0.004310719575788435,,,
3.25,3.0,1000,50000,102,0.7527752775277528,0.0038417878577484965,,,
3.5,1.0,1000,50000,102,0.7446744674467447,0.003419966218046161,,,
3.5,2.0,1000,50000,102,0.7446744674467447,0.004710853097339679,,,
3.5,3.0,1000,50000,102,0.744974497449745,0.00355824558199197,,,
3.75,1.0,1000,50000,102,0.7446744674467447,0.005056257988154983,,,
3.75,2.0,1000,50000,102,0.7446744674467447,0.004600860872550211,,,
3.75,3.0,1000,50000,102,0.7446744674467447,0.0027151120394866834,,,
4.0,1.0,1000,50000,102,0.7446744674467447,0.0036742595480896145,,,
4.0,2.0,1000,50000,102,0.7446744674467447,0.004144438937438877,,,
4.0,3.0,1000,50000,102,0.7446744674467447,0.002749075567187037,,,
4.25,1.0,1000,50000,102,0.7446744674467447,0.000953921765528748,,,
4.25,2.0,1000,50000,102,0.7446744674467447,0.0014252995497520404,,,
4.25,3.0,1000,50000,102,0.7446744674467447,0.0024797296695018567,,,
4.5,1.0,1000,50000,102,0.7446744674467447,0.0030058204155882506,,,
4.5,2.0,1000,50000,102,0.7446744674467447,0.0048904937456902,,,
4.5,3.0,1000,50000,102,0.7446744674467447,0.004066404354382297,,,
4.75,1.0,1000,50000,102,0.7446744674467447,0.0012979262947447334,,,
4.75,2.0,1000,50000,102,0.7446744674467447,0.0005042487334653567,,,
4.75,3.0,1000,50000,102,0.7446744674467447,0.001757490732096162,,,
5.0,1.0,1000,50000,102,0.7446744674467447,0.0014949380090337194,,,
5.0,2.0,1000,50000,102,0.7446744674467447,4.063597742029468e-05,,,
5.0,3.0,1000,50000,102,0.7446744674467447,0.0014820089414300242,,,
