lambda,seed,max_epochs,num_samples,input_dim,accuracy,fairness_metric,accuracy_lb,fairness_metric_lb,fairness_metric_ub
0.0,1.0,1000,190000,12288,0.9239619809904952,0.1672113409510474,,,
0.0,2.0,1000,190000,12288,0.9244622311155578,0.16954772474870555,,,
0.25,1.0,1000,190000,12288,0.9249624812406203,0.14018463391295555,,,
0.25,2.0,1000,190000,12288,0.9184592296148074,0.14381976664118457,,,
0.5,1.0,1000,190000,12288,0.9214607303651826,0.12038387517191479,,,
0.5,2.0,1000,190000,12288,0.9149574787393697,0.11982310804678536,,,
0.75,1.0,1000,190000,12288,0.9184592296148074,0.10335969991835747,,,
0.75,2.0,1000,190000,12288,0.9114557278639319,0.10320952213104467,,,
1.0,1.0,1000,190000,12288,0.9064532266133066,0.08428976084036421,,,
1.0,2.0,1000,190000,12288,0.9054527263631816,0.09121981209778818,,,
1.25,1.0,1000,190000,12288,0.9069534767383692,0.07442235722271506,,,
1.25,2.0,1000,190000,12288,0.9029514757378689,0.07932311051430374,,,
1.5,1.0,1000,190000,12288,0.9044522261130565,0.06579927267596364,,,
1.5,2.0,1000,190000,12288,0.9014507253626813,0.07139725567495381,,,
1.75,1.0,1000,190000,12288,0.9029514757378689,0.05630331172669645,,,
1.75,2.0,1000,190000,12288,0.8999499749874937,0.06345683838968763,,,
2.0,1.0,1000,190000,12288,0.903951975987994,0.050015960637445955,,,
2.0,2.0,1000,190000,12288,0.8994497248624312,0.05684381063762767,,,
2.25,1.0,1000,190000,12288,0.9029514757378689,0.04548088305154829,,,
2.25,2.0,1000,190000,12288,0.8984492246123061,0.05063860459621422,,,
2.5,1.0,1000,190000,12288,0.9024512256128064,0.04206197575364551,,,
2.5,2.0,1000,190000,12288,0.897448724362181,0.04346232933312322,,,
2.75,1.0,1000,190000,12288,0.9034517258629314,0.03602734779493616,,,
2.75,2.0,1000,190000,12288,0.8979489744872436,0.028965312461051218,,,
3.0,1.0,1000,190000,12288,0.9004502251125562,0.03189187216060235,,,
3.0,2.0,1000,190000,12288,0.9024512256128064,0.025109371587362816,,,
3.25,1.0,1000,190000,12288,0.9009504752376188,0.02710957996645469,,,
3.25,2.0,1000,190000,12288,0.8979489744872436,0.021008005372721184,,,
3.5,1.0,1000,190000,12288,0.8984492246123061,0.02273687404731234,,,
3.5,2.0,1000,190000,12288,0.897448724362181,0.016790119753055277,,,
3.75,1.0,1000,190000,12288,0.8984492246123061,0.019256836302495695,,,
3.75,2.0,1000,190000,12288,0.8984492246123061,0.01442780482567474,,,
4.0,1.0,1000,190000,12288,0.8909454727363681,0.013486769190759251,,,
4.0,2.0,1000,190000,12288,0.8984492246123061,0.012341655308758637,,,
4.25,1.0,1000,190000,12288,0.8909454727363681,0.010741610963310944,,,
4.25,2.0,1000,190000,12288,0.8949474737368684,0.009460883913906037,,,
4.5,1.0,1000,190000,12288,0.8844422211105553,0.008083982606726214,,,
4.5,2.0,1000,190000,12288,0.8949474737368684,0.007576366932759038,,,
4.75,1.0,1000,190000,12288,0.8784392196098049,0.005180639810967835,,,
4.75,2.0,1000,190000,12288,0.894447223611806,0.005189529392460646,,,
5.0,1.0,1000,190000,12288,0.8654327163581791,0.0034443464897594978,,,
5.0,2.0,1000,190000,12288,0.8684342171085543,0.003287128450546406,,,
