lambda,seed,max_epochs,num_samples,input_dim,accuracy,fairness_metric,accuracy_lb,fairness_metric_lb,fairness_metric_ub
0.0,10.0,1000,10000,1,0.9987771963209118,0.9858929464359095,,,
0.0,11.0,1000,10000,1,0.9987415742948536,0.9858720067278867,,,
0.0,12.0,1000,10000,1,0.9986923477393045,0.985842245974401,,,
0.0,1.0,1000,10000,1,0.99875106938701,0.9858763279976883,,,
0.0,2.0,1000,10000,1,0.9988358817251592,0.9859272098918557,,,
0.0,3.0,1000,10000,1,0.9989678756924333,0.9859971124498658,,,
0.0,4.0,1000,10000,1,0.9989881510102533,0.9860107468052256,,,
0.0,5.0,1000,10000,1,0.9990189893969851,0.9860274242987096,,,
0.0,6.0,1000,10000,1,0.9987622967834134,0.9858806851051194,,,
0.0,7.0,1000,10000,1,0.9988967620509592,0.9859592086591631,,,
0.0,8.0,1000,10000,1,0.9988712998737197,0.9859443666109803,,,
0.0,9.0,1000,10000,1,0.9987816283944044,0.985894428398423,,,
0.25,10.0,1000,10000,1,0.9986574439016493,0.9858254140554115,,,
0.25,11.0,1000,10000,1,0.9986303883713004,0.9858067996401639,,,
0.25,12.0,1000,10000,1,0.9985228844383077,0.9857360888636683,,,
0.25,1.0,1000,10000,1,0.9986578264929418,0.9858209694472115,,,
0.25,2.0,1000,10000,1,0.9986532912039175,0.9858150163474212,,,
0.25,3.0,1000,10000,1,0.9988726385712953,0.9859447565454882,,,
0.25,4.0,1000,10000,1,0.998821786710885,0.9859166411981394,,,
0.25,5.0,1000,10000,1,0.9988104250198451,0.9859110404897553,,,
0.25,6.0,1000,10000,1,0.998599446200386,0.9857806943711457,,,
0.25,7.0,1000,10000,1,0.9986947407016344,0.9858424842625467,,,
0.25,8.0,1000,10000,1,0.9986961283675766,0.9858466565313101,,,
0.25,9.0,1000,10000,1,0.9986175772316327,0.9857923927462336,,,
0.5,10.0,1000,10000,1,0.9982318565236925,0.9855239932262616,,,
0.5,11.0,1000,10000,1,0.9982480532865801,0.9855390041428085,,,
0.5,12.0,1000,10000,1,0.9980688531201641,0.9853856048241527,,,
0.5,1.0,1000,10000,1,0.9979379162573233,0.9852990337866838,,,
0.5,2.0,1000,10000,1,0.9979951777235594,0.9852857068314694,,,
